id,id,host_listings_count,host_response_rate,host_acceptance_rate,accommodates,bedrooms,bathrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews,neighbourhood_cleansed,latitude,longitude
5560648,5560648,23,92%,99%,2,1.0,1.0,1.0,$95.00 ,,,1,1125,15,"Dupont Circle, Connecticut Avenue/K Street",38.91565608,-77.03815404
1947438,1947438,1,100%,,6,3.0,2.5,3.0,$695.00 ,"$1,000.00 ",$190.00 ,3,365,37,"Dupont Circle, Connecticut Avenue/K Street",38.90847196,-77.04498512
6932977,6932977,1,,,2,1.0,1.0,1.0,$120.00 ,,,1,1125,1,"Dupont Circle, Connecticut Avenue/K Street",38.91750658,-77.03651758
1545090,1545090,1,100%,100%,2,1.0,1.0,1.0,$150.00 ,,,6,10,12,"Dupont Circle, Connecticut Avenue/K Street",38.91217628,-77.04268854
4267649,4267649,1,57%,100%,2,1.0,1.0,1.0,$135.00 ,,,1,1125,18,"Dupont Circle, Connecticut Avenue/K Street",38.91137953,-77.03720183
8486063,8486063,1,,,2,1.0,1.5,1.0,$126.00 ,,,2,1125,0,"Dupont Circle, Connecticut Avenue/K Street",38.91099176,-77.04098419
6249057,6249057,1,,,3,0.0,1.0,1.0,$101.00 ,,,2,1125,0,"Dupont Circle, Connecticut Avenue/K Street",38.910406200000004,-77.03975511
1301928,1301928,5,100%,100%,4,1.0,1.0,2.0,$135.00 ,,$60.00 ,4,712,18,"Dupont Circle, Connecticut Avenue/K Street",38.91684934,-77.03980413
7914538,7914538,1,100%,100%,2,1.0,1.0,1.0,$135.00 ,$95.00 ,$40.00 ,2,1125,0,"Dupont Circle, Connecticut Avenue/K Street",38.90897861,-77.04911683
6289235,6289235,1,100%,100%,2,1.0,1.0,1.0,$179.00 ,$100.00 ,$75.00 ,1,1125,10,"Dupont Circle, Connecticut Avenue/K Street",38.90920146,-77.04718419
2501387,2501387,1,100%,0%,2,1.0,1.0,1.0,$220.00 ,,,2,1125,5,"Dupont Circle, Connecticut Avenue/K Street",38.91148389,-77.04886040000001
4016136,4016136,3,,,2,1.0,1.0,1.0,$100.00 ,,,4,1125,0,"Dupont Circle, Connecticut Avenue/K Street",38.91083792,-77.03852589
2000565,2000565,12,100%,94%,2,1.0,1.0,1.0,$99.00 ,,,2,35,8,"Dupont Circle, Connecticut Avenue/K Street",38.91802555,-77.037285
8357195,8357195,2,83%,0%,2,1.0,1.0,1.0,$110.00 ,,,2,1125,0,"Dupont Circle, Connecticut Avenue/K Street",38.9170403,-77.03855402
451892,451892,2,100%,100%,2,1.0,1.0,1.0,$99.00 ,,$30.00 ,2,150,64,"Dupont Circle, Connecticut Avenue/K Street",38.91818784,-77.03507058
6011730,6011730,1,,,2,1.0,1.0,1.0,$399.00 ,$399.00 ,,1,1,0,"Dupont Circle, Connecticut Avenue/K Street",38.90192107,-77.03667332
2954961,2954961,4,100%,70%,4,1.0,1.0,1.0,$115.00 ,,$50.00 ,180,1125,11,"Dupont Circle, Connecticut Avenue/K Street",38.90903969,-77.03929959
5581316,5581316,23,92%,99%,2,1.0,1.0,1.0,$105.00 ,,,1,1125,5,"Dupont Circle, Connecticut Avenue/K Street",38.91441978,-77.03776923
2432009,2432009,3,100%,97%,3,1.0,1.0,1.0,$159.00 ,$500.00 ,$75.00 ,3,240,47,"Dupont Circle, Connecticut Avenue/K Street",38.91010042,-77.04221343
985788,985788,8,81%,95%,2,1.0,1.0,1.0,$85.00 ,$200.00 ,$65.00 ,1,60,114,"Dupont Circle, Connecticut Avenue/K Street",38.91151564,-77.03829008
7899851,7899851,1,100%,67%,3,1.0,1.0,1.0,$140.00 ,,$25.00 ,2,1125,0,"Dupont Circle, Connecticut Avenue/K Street",38.9167477,-77.04093950000001
8045100,8045100,1,100%,89%,3,1.0,1.0,1.0,$137.00 ,$100.00 ,$35.00 ,1,1125,5,"Dupont Circle, Connecticut Avenue/K Street",38.90689896,-77.03493388
1977530,1977530,3,92%,98%,3,1.0,1.0,1.0,$89.00 ,,$75.00 ,2,1125,80,"Dupont Circle, Connecticut Avenue/K Street",38.91736396,-77.03812484
1198433,1198433,32,99%,96%,4,,1.0,1.0,$149.00 ,$100.00 ,$55.00 ,2,365,31,"Dupont Circle, Connecticut Avenue/K Street",38.91538682,-77.04231379
789295,789295,1,75%,100%,8,5.0,5.0,8.0,"$1,200.00 ","$1,000.00 ",,1,30,41,"Dupont Circle, Connecticut Avenue/K Street",38.91052112,-77.04773437
270112,270112,8,81%,95%,2,1.0,0.0,1.0,$85.00 ,$200.00 ,$65.00 ,1,60,206,"Dupont Circle, Connecticut Avenue/K Street",38.90984036,-77.04131494
4383455,4383455,1,100%,100%,2,1.0,1.0,1.0,$140.00 ,,,1,1125,13,"Dupont Circle, Connecticut Avenue/K Street",38.91355039,-77.04362398
2761388,2761388,2,100%,100%,2,1.0,1.0,1.0,$125.00 ,$100.00 ,$45.00 ,2,1125,44,"Dupont Circle, Connecticut Avenue/K Street",38.91326514,-77.04171012
3592252,3592252,1,100%,100%,3,1.0,1.0,1.0,$200.00 ,$200.00 ,,3,1125,24,"Dupont Circle, Connecticut Avenue/K Street",38.90793895,-77.04487819
4359352,4359352,1,100%,83%,2,1.0,1.0,1.0,$99.00 ,$100.00 ,$50.00 ,1,11,15,"Dupont Circle, Connecticut Avenue/K Street",38.91141037,-77.03521678
4407324,4407324,1,,,4,2.0,2.5,2.0,$170.00 ,,,14,30,0,"Dupont Circle, Connecticut Avenue/K Street",38.912698600000006,-77.04459815
8130991,8130991,2,100%,100%,2,1.0,1.0,1.0,$160.00 ,,$50.00 ,1,1125,1,"Dupont Circle, Connecticut Avenue/K Street",38.90902799,-77.04711451
7458619,7458619,1,100%,100%,2,1.0,1.0,1.0,$210.00 ,,$100.00 ,1,1125,0,"Dupont Circle, Connecticut Avenue/K Street",38.90914906,-77.0481139
4255960,4255960,1,,,2,1.0,1.0,1.0,$130.00 ,,,3,10,11,"Dupont Circle, Connecticut Avenue/K Street",38.91358611,-77.03704333
7746284,7746284,1,90%,60%,2,1.0,1.0,1.0,$99.00 ,$99.00 ,$40.00 ,1,1125,0,"Dupont Circle, Connecticut Avenue/K Street",38.91208285,-77.03633352
4444888,4444888,1,100%,50%,3,0.0,1.0,1.0,$110.00 ,,,2,1125,3,"Dupont Circle, Connecticut Avenue/K Street",38.91004368,-77.03870036
1716843,1716843,4,100%,99%,4,1.0,1.0,2.0,$168.00 ,,$35.00 ,1,1125,152,"Dupont Circle, Connecticut Avenue/K Street",38.90522837,-77.03761242
7967003,7967003,1,100%,100%,2,1.0,1.0,1.0,$98.00 ,,$45.00 ,4,1125,2,"Dupont Circle, Connecticut Avenue/K Street",38.90924581,-77.03495855
3957979,3957979,2,93%,100%,2,1.0,1.0,1.0,$134.00 ,,$35.00 ,1,1125,69,"Dupont Circle, Connecticut Avenue/K Street",38.91532374,-77.03924752
3785899,3785899,1,100%,100%,4,1.0,1.0,2.0,$100.00 ,$300.00 ,$50.00 ,2,1125,9,"Dupont Circle, Connecticut Avenue/K Street",38.91434657,-77.04239415
8356006,8356006,25,99%,89%,4,2.0,2.0,2.0,$199.00 ,$500.00 ,$115.00 ,3,1125,0,"Dupont Circle, Connecticut Avenue/K Street",38.91172052,-77.04600799
1126839,1126839,1,100%,,3,1.0,2.0,2.0,$95.00 ,$200.00 ,$60.00 ,2,30,31,"Howard University, Le Droit Park, Cardozo/Shaw",38.91587887,-77.02538744
116951,116951,5,90%,100%,2,1.0,1.0,1.0,$98.00 ,$250.00 ,$50.00 ,4,730,53,"Howard University, Le Droit Park, Cardozo/Shaw",38.91703486,-77.01671785
7581075,7581075,1,83%,100%,1,1.0,1.0,1.0,$70.00 ,,,1,1125,3,"Howard University, Le Droit Park, Cardozo/Shaw",38.91514979,-77.02516972
3916419,3916419,1,83%,75%,3,1.0,1.0,1.0,$130.00 ,,$35.00 ,1,1125,7,"Howard University, Le Droit Park, Cardozo/Shaw",38.91775967,-77.02890289
3748396,3748396,1,88%,100%,4,1.0,1.0,2.0,$140.00 ,,$150.00 ,2,365,9,"Howard University, Le Droit Park, Cardozo/Shaw",38.91618691,-77.02479973
4609468,4609468,2,100%,100%,1,1.0,1.0,1.0,$69.00 ,$200.00 ,$40.00 ,2,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91661452,-77.02715501
7560199,7560199,3,100%,94%,2,1.0,1.0,1.0,$75.00 ,,,1,8,2,"Howard University, Le Droit Park, Cardozo/Shaw",38.9164832,-77.02512005
8496095,8496095,2,100%,25%,2,1.0,1.0,1.0,$175.00 ,,,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91629441,-77.03257079
17553,17553,480,58%,51%,4,2.0,1.0,2.0,$225.00 ,,,3,730,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91911862,-77.02620415
6587577,6587577,1,60%,88%,2,1.0,1.0,1.0,$145.00 ,$150.00 ,$30.00 ,1,1125,3,"Howard University, Le Droit Park, Cardozo/Shaw",38.9190905,-77.02493172
3783367,3783367,1,100%,100%,2,0.0,1.0,1.0,$130.00 ,,,2,1125,20,"Howard University, Le Droit Park, Cardozo/Shaw",38.91500211,-77.03167797
4948222,4948222,1,100%,100%,1,1.0,1.0,1.0,$100.00 ,$200.00 ,$20.00 ,2,1125,21,"Howard University, Le Droit Park, Cardozo/Shaw",38.9184065,-77.02987476
6070530,6070530,49,98%,52%,2,1.0,1.0,1.0,$195.00 ,,,2,14,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91571505,-77.0285213
4899726,4899726,8,81%,95%,2,0.0,1.0,1.0,$85.00 ,$200.00 ,$65.00 ,1,15,30,"Howard University, Le Droit Park, Cardozo/Shaw",38.91563563,-77.02059758
6374588,6374588,3,100%,95%,6,2.0,2.5,2.0,$135.00 ,$500.00 ,$75.00 ,2,1125,2,"Howard University, Le Droit Park, Cardozo/Shaw",38.91551956,-77.01491952
6169790,6169790,1,86%,100%,3,1.0,1.0,1.0,$70.00 ,$100.00 ,$50.00 ,1,1125,2,"Howard University, Le Droit Park, Cardozo/Shaw",38.91844951,-77.03326929
3065079,3065079,5,91%,100%,2,1.0,1.0,1.0,$77.00 ,$95.00 ,$35.00 ,3,365,3,"Howard University, Le Droit Park, Cardozo/Shaw",38.91514098,-77.01637261
7807561,7807561,1,67%,89%,3,0.0,1.0,1.0,$100.00 ,,$50.00 ,2,28,1,"Howard University, Le Droit Park, Cardozo/Shaw",38.91492192,-77.01761839
303723,303723,1,90%,100%,2,1.0,1.0,1.0,$95.00 ,$100.00 ,$110.00 ,2,180,3,"Howard University, Le Droit Park, Cardozo/Shaw",38.9166159,-77.02538813
6275754,6275754,4,91%,100%,2,1.0,1.0,1.0,$65.00 ,,,1,1125,31,"Howard University, Le Droit Park, Cardozo/Shaw",38.91612976,-77.03040875
1671904,1671904,1,92%,84%,2,0.0,1.0,1.0,$120.00 ,,,2,1125,42,"Howard University, Le Droit Park, Cardozo/Shaw",38.91557444,-77.02788519
6537975,6537975,3,81%,72%,8,2.0,1.0,3.0,$250.00 ,,,1,1125,1,"Howard University, Le Droit Park, Cardozo/Shaw",38.91506546,-77.01944629
7775008,7775008,3,100%,98%,1,1.0,1.0,1.0,$70.00 ,,$10.00 ,1,1125,15,"Howard University, Le Droit Park, Cardozo/Shaw",38.91571806,-77.01658094
598815,598815,1,,,5,2.0,1.0,2.0,$119.00 ,,$35.00 ,3,30,86,"Howard University, Le Droit Park, Cardozo/Shaw",38.920401899999995,-77.01531747
7807817,7807817,1,100%,100%,2,1.0,2.5,2.0,$85.00 ,$200.00 ,$55.00 ,2,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91679035,-77.03108484
1107267,1107267,1,100%,100%,2,1.0,1.5,1.0,$150.00 ,"$1,000.00 ",$80.00 ,3,1125,24,"Howard University, Le Droit Park, Cardozo/Shaw",38.91614377,-77.02858055
7243022,7243022,3,100%,99%,8,2.0,1.0,4.0,$240.00 ,,$75.00 ,1,1125,19,"Howard University, Le Droit Park, Cardozo/Shaw",38.91566788,-77.02857926
4777518,4777518,2,80%,100%,2,1.0,1.5,1.0,$75.00 ,,$25.00 ,2,45,8,"Howard University, Le Droit Park, Cardozo/Shaw",38.91860725,-77.0150816
1074477,1074477,6,100%,100%,4,1.0,1.0,1.0,$99.00 ,$150.00 ,$75.00 ,1,1125,122,"Howard University, Le Droit Park, Cardozo/Shaw",38.91733999,-77.03187463
2794820,2794820,2,100%,100%,5,2.0,2.0,3.0,$175.00 ,$175.00 ,$100.00 ,2,1125,9,"Howard University, Le Droit Park, Cardozo/Shaw",38.9166518,-77.03197984
435554,435554,1,74%,29%,2,1.0,1.0,1.0,$94.00 ,,$75.00 ,1,30,4,"Howard University, Le Droit Park, Cardozo/Shaw",38.91813171,-77.03316718
5490041,5490041,1,100%,100%,2,1.0,1.5,1.0,$140.00 ,,$50.00 ,2,1125,20,"Howard University, Le Droit Park, Cardozo/Shaw",38.91862392,-77.02992353
3442784,3442784,3,79%,72%,12,3.0,2.5,4.0,$375.00 ,,,1,1125,4,"Howard University, Le Droit Park, Cardozo/Shaw",38.9170784,-77.0284063
7530243,7530243,1,83%,,4,3.0,2.5,3.0,$160.00 ,,$100.00 ,15,60,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91924537,-77.02975042
6317904,6317904,4,91%,100%,2,1.0,1.0,1.0,$65.00 ,,,1,1125,27,"Howard University, Le Droit Park, Cardozo/Shaw",38.91693906,-77.0288743
1083256,1083256,1,100%,,2,1.0,1.0,1.0,$100.00 ,,,4,1125,1,"Howard University, Le Droit Park, Cardozo/Shaw",38.91825533,-77.03230049
3917682,3917682,1,97%,91%,3,1.0,1.0,2.0,$135.00 ,,$10.00 ,1,1125,42,"Howard University, Le Droit Park, Cardozo/Shaw",38.91667007,-77.03010397
7146478,7146478,1,100%,100%,5,1.0,1.0,2.0,$125.00 ,$95.00 ,$30.00 ,3,1125,7,"Howard University, Le Droit Park, Cardozo/Shaw",38.915607,-77.02605841
4090299,4090299,49,98%,52%,2,1.0,1.0,1.0,$135.00 ,,,2,14,1,"Howard University, Le Droit Park, Cardozo/Shaw",38.91674362,-77.03079179999999
1648624,1648624,19,85%,79%,1,1.0,2.0,1.0,$35.00 ,,$15.00 ,5,365,3,"Howard University, Le Droit Park, Cardozo/Shaw",38.91953425,-77.0157162
6014961,6014961,49,98%,52%,2,1.0,1.0,1.0,$155.00 ,,,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91421965,-77.0293848
8402633,8402633,1,100%,,4,2.0,2.5,2.0,$175.00 ,,,5,30,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.92128549,-77.0135257
7964897,7964897,1,,,3,1.0,1.0,1.0,$95.00 ,$100.00 ,$25.00 ,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91664996,-77.03178193
4492081,4492081,1,,,2,1.0,1.5,1.0,$90.00 ,,,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91503183,-77.0237975
4197439,4197439,49,98%,52%,2,1.0,1.0,1.0,$100.00 ,,,2,14,7,"Howard University, Le Droit Park, Cardozo/Shaw",38.91675754,-77.03170596
4794924,4794924,1,,,4,2.0,2.0,2.0,$220.00 ,$400.00 ,$50.00 ,1,1125,4,"Howard University, Le Droit Park, Cardozo/Shaw",38.91733389,-77.0328118
7728263,7728263,1,80%,100%,2,1.0,1.0,1.0,$60.00 ,,$10.00 ,1,1125,8,"Howard University, Le Droit Park, Cardozo/Shaw",38.91892594,-77.03285252
710066,710066,1,100%,100%,2,1.0,1.0,1.0,$135.00 ,"$1,000.00 ",$90.00 ,21,90,1,"Howard University, Le Droit Park, Cardozo/Shaw",38.91893677,-77.0320168
5363549,5363549,3,100%,99%,4,0.0,1.0,2.0,$140.00 ,,$25.00 ,1,1125,36,"Howard University, Le Droit Park, Cardozo/Shaw",38.91444747,-77.02764164
7331005,7331005,1,75%,100%,6,2.0,2.5,3.0,$299.00 ,$300.00 ,$100.00 ,1,1125,3,"Howard University, Le Droit Park, Cardozo/Shaw",38.91740077,-77.0273305
630062,630062,3,90%,100%,6,3.0,,6.0,$199.00 ,$350.00 ,$150.00 ,3,14,2,"Howard University, Le Droit Park, Cardozo/Shaw",38.91579646,-77.01674043
8183201,8183201,1,100%,0%,2,1.0,1.0,1.0,$34.00 ,,,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.9187723,-77.03243862
2904953,2904953,2,92%,90%,2,1.0,1.0,1.0,$95.00 ,$125.00 ,$8.00 ,1,1125,4,"Howard University, Le Droit Park, Cardozo/Shaw",38.9196735,-77.02743356
3874273,3874273,49,98%,52%,2,1.0,0.0,1.0,$105.00 ,,,2,14,4,"Howard University, Le Droit Park, Cardozo/Shaw",38.91608057,-77.03145816
6717232,6717232,3,100%,95%,4,1.0,1.5,1.0,$98.00 ,$500.00 ,$75.00 ,4,1125,2,"Howard University, Le Droit Park, Cardozo/Shaw",38.91612906,-77.01701684
8372075,8372075,1,100%,83%,5,1.0,1.0,3.0,$79.00 ,$500.00 ,$99.00 ,2,1126,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91849024,-77.03094412
1105883,1105883,1,100%,100%,2,1.0,1.0,1.0,$78.00 ,$800.00 ,$150.00 ,3,1125,4,"Howard University, Le Droit Park, Cardozo/Shaw",38.92281666,-77.01326265
5664763,5664763,1,50%,100%,2,0.0,1.0,1.0,$175.00 ,,,1,1125,3,"Howard University, Le Droit Park, Cardozo/Shaw",38.91815038,-77.0299042
8142152,8142152,1,,,1,1.0,1.0,1.0,$175.00 ,,,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91814012,-77.02720157
1793310,1793310,1,78%,80%,2,1.0,1.0,1.0,$80.00 ,$100.00 ,$25.00 ,2,15,31,"Howard University, Le Droit Park, Cardozo/Shaw",38.91760461,-77.03367349
4708195,4708195,2,80%,100%,1,1.0,1.5,1.0,$65.00 ,,$25.00 ,2,45,3,"Howard University, Le Droit Park, Cardozo/Shaw",38.91702354,-77.01464487
581620,581620,2,100%,100%,1,1.0,1.0,1.0,$23.00 ,,,7,1125,11,"Howard University, Le Droit Park, Cardozo/Shaw",38.91774515,-77.0154955
4083361,4083361,49,98%,52%,2,0.0,1.0,1.0,$175.00 ,,,3,90,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.916189700000004,-77.03010822
2085985,2085985,2,70%,67%,4,1.0,1.0,1.0,$175.00 ,,$50.00 ,2,1125,17,"Howard University, Le Droit Park, Cardozo/Shaw",38.91685652,-77.02808802
7344961,7344961,3,100%,98%,2,1.0,0.0,1.0,$75.00 ,,$10.00 ,1,1125,26,"Howard University, Le Droit Park, Cardozo/Shaw",38.91544391,-77.01816728
7389160,7389160,1,100%,100%,2,1.0,1.0,1.0,$115.00 ,$500.00 ,$60.00 ,1,90,2,"Howard University, Le Droit Park, Cardozo/Shaw",38.91975462,-77.03275814
6538699,6538699,1,100%,,3,1.0,1.0,2.0,$125.00 ,,,1,1125,1,"Howard University, Le Droit Park, Cardozo/Shaw",38.9162473,-77.03084813
868402,868402,1,100%,83%,2,1.0,1.0,1.0,$145.00 ,$100.00 ,$60.00 ,2,28,65,"Howard University, Le Droit Park, Cardozo/Shaw",38.9173914,-77.02834409
8609863,8609863,1,100%,100%,2,1.0,2.0,1.0,$98.00 ,,,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91797985,-77.03213658
1269884,1269884,1,96%,44%,4,1.0,1.0,1.0,$135.00 ,$100.00 ,$50.00 ,1,12,36,"Howard University, Le Droit Park, Cardozo/Shaw",38.91763535,-77.02757962
8078444,8078444,1,,100%,2,1.0,1.0,2.0,$89.00 ,,,2,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.919120299999996,-77.02401204
672872,672872,1,100%,100%,2,1.0,1.0,1.0,$150.00 ,,$25.00 ,1,15,18,"Howard University, Le Droit Park, Cardozo/Shaw",38.91519371,-77.02135922
7109894,7109894,1,,,2,1.0,1.0,1.0,$90.00 ,,,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91863353,-77.03428645
2215489,2215489,1,100%,100%,4,2.0,2.0,2.0,$150.00 ,,$55.00 ,2,1125,21,"Howard University, Le Droit Park, Cardozo/Shaw",38.9218158,-77.01665561
3670,3670,1,100%,100%,1,1.0,1.0,1.0,$95.00 ,,,2,30,16,"Howard University, Le Droit Park, Cardozo/Shaw",38.91841734,-77.02750026
3272292,3272292,3,90%,64%,2,1.0,1.5,1.0,$99.00 ,$400.00 ,$95.00 ,1,1125,18,"Howard University, Le Droit Park, Cardozo/Shaw",38.9189095,-77.02793269
5262416,5262416,1,100%,100%,4,1.0,1.0,2.0,$130.00 ,$150.00 ,$35.00 ,3,30,37,"Howard University, Le Droit Park, Cardozo/Shaw",38.9150218,-77.01432563
4431363,4431363,1,,,4,1.0,1.0,1.0,$175.00 ,,$75.00 ,3,1125,8,"Howard University, Le Droit Park, Cardozo/Shaw",38.91967197,-77.02935062
8407556,8407556,3,100%,75%,4,0.0,1.0,2.0,$155.00 ,$150.00 ,$110.00 ,2,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91587761,-77.03140857
1822506,1822506,2,100%,100%,2,1.0,1.0,1.0,$65.00 ,,$50.00 ,2,1125,8,"Howard University, Le Droit Park, Cardozo/Shaw",38.91933172,-77.03011793
5509120,5509120,1,100%,100%,4,1.0,1.0,2.0,$150.00 ,$150.00 ,$100.00 ,3,1125,23,"Howard University, Le Droit Park, Cardozo/Shaw",38.92036898,-77.02497894
4485179,4485179,2,100%,76%,4,2.0,2.0,2.0,$225.00 ,,$50.00 ,2,1125,11,"Howard University, Le Droit Park, Cardozo/Shaw",38.9141075,-77.01910526
4776833,4776833,1,,,4,1.0,1.0,1.0,$175.00 ,,,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91874589,-77.03032849
6836294,6836294,1,100%,90%,2,1.0,1.0,1.0,$98.00 ,$250.00 ,$100.00 ,3,1125,4,"Howard University, Le Droit Park, Cardozo/Shaw",38.91586796,-77.03354322
7762592,7762592,1,100%,50%,2,1.0,1.0,1.0,$40.00 ,,,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91699215,-77.03077001
6260852,6260852,1,100%,100%,2,0.0,1.0,1.0,$80.00 ,$500.00 ,$50.00 ,2,31,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91865482,-77.03191605
2061043,2061043,1,100%,100%,2,1.0,1.0,1.0,$105.00 ,,,1,1125,17,"Howard University, Le Droit Park, Cardozo/Shaw",38.91627429,-77.03233001
2257144,2257144,1,86%,80%,8,3.0,2.5,3.0,$325.00 ,$100.00 ,$100.00 ,2,1125,17,"Howard University, Le Droit Park, Cardozo/Shaw",38.91510339,-77.01792267
626868,626868,3,90%,100%,4,1.0,1.0,2.0,$88.00 ,$100.00 ,$100.00 ,3,10,11,"Howard University, Le Droit Park, Cardozo/Shaw",38.91492387,-77.01724023
7032431,7032431,1,100%,83%,2,0.0,1.0,2.0,$100.00 ,,,3,1125,6,"Howard University, Le Droit Park, Cardozo/Shaw",38.9144034,-77.03180199
447304,447304,1,100%,100%,4,2.0,2.5,3.0,$146.00 ,$150.00 ,$60.00 ,4,366,52,"Howard University, Le Droit Park, Cardozo/Shaw",38.91966182,-77.02476954
800076,800076,1,100%,50%,3,1.0,1.0,1.0,$109.00 ,,$40.00 ,1,1125,88,"Howard University, Le Droit Park, Cardozo/Shaw",38.91721392,-77.02980757
1960670,1960670,1,100%,100%,5,2.0,1.0,2.0,$199.00 ,,$60.00 ,1,1125,102,"Howard University, Le Droit Park, Cardozo/Shaw",38.91657958,-77.02408256
1537421,1537421,480,58%,51%,4,2.0,1.0,2.0,$279.00 ,,$200.00 ,5,365,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.920084700000004,-77.03098628
4562350,4562350,2,100%,76%,2,1.0,2.0,1.0,$90.00 ,,,2,1125,39,"Howard University, Le Droit Park, Cardozo/Shaw",38.91563275,-77.01897144
6383776,6383776,1,,,4,2.0,2.0,2.0,$150.00 ,,,3,1125,1,"Howard University, Le Droit Park, Cardozo/Shaw",38.91663518,-77.02519012
6721804,6721804,1,100%,63%,4,1.0,1.0,2.0,$120.00 ,$250.00 ,$20.00 ,2,1125,8,"Howard University, Le Droit Park, Cardozo/Shaw",38.91468019,-77.03127473
840877,840877,2,100%,100%,5,2.0,1.0,2.0,$189.00 ,,$50.00 ,2,200,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91795979,-77.03361015
898877,898877,1,36%,100%,3,1.0,1.0,1.0,$120.00 ,,,3,1125,9,"Howard University, Le Droit Park, Cardozo/Shaw",38.91689565,-77.03102206
423149,423149,4,100%,100%,4,1.0,,1.0,$99.00 ,$150.00 ,$75.00 ,20,300,41,"Howard University, Le Droit Park, Cardozo/Shaw",38.91463211,-77.01795291
8115792,8115792,1,100%,100%,6,2.0,2.0,2.0,$188.00 ,,$60.00 ,2,1125,3,"Howard University, Le Droit Park, Cardozo/Shaw",38.91469012,-77.03317927
1529801,1529801,49,98%,52%,8,3.0,1.5,4.0,$300.00 ,,,3,90,24,"Howard University, Le Droit Park, Cardozo/Shaw",38.91671381,-77.01953236
8550376,8550376,2,100%,100%,2,0.0,1.0,1.0,$200.00 ,,$65.00 ,2,90,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91711693,-77.03165997
5904367,5904367,49,98%,52%,6,1.0,1.0,2.0,$225.00 ,,,3,90,2,"Howard University, Le Droit Park, Cardozo/Shaw",38.91473423,-77.01829707
7149569,7149569,1,100%,93%,2,1.0,1.0,1.0,$50.00 ,,$10.00 ,2,12,3,"Howard University, Le Droit Park, Cardozo/Shaw",38.91413835,-77.01752626
7944736,7944736,1,100%,90%,3,1.0,1.5,2.0,$109.00 ,$500.00 ,,2,1125,4,"Howard University, Le Droit Park, Cardozo/Shaw",38.91802006,-77.02878696
80022,80022,1,40%,64%,2,,1.0,1.0,$109.00 ,,$49.00 ,2,365,60,"Howard University, Le Droit Park, Cardozo/Shaw",38.9189005,-77.03141528
7559554,7559554,3,100%,94%,5,2.0,2.5,2.0,$229.00 ,,,2,8,4,"Howard University, Le Droit Park, Cardozo/Shaw",38.91682199,-77.02537
1576762,1576762,30,92%,94%,16,8.0,6.0,13.0,"$1,200.00 ",,$300.00 ,3,1125,10,"Howard University, Le Droit Park, Cardozo/Shaw",38.914757200000004,-77.03348299
8048958,8048958,6,100%,93%,14,5.0,2.0,7.0,$599.00 ,$500.00 ,$150.00 ,1,1125,0,"Howard University, Le Droit Park, Cardozo/Shaw",38.91522303,-77.03162831
7526820,7526820,3,100%,98%,2,1.0,1.0,1.0,$75.00 ,,$10.00 ,1,1125,19,"Howard University, Le Droit Park, Cardozo/Shaw",38.91605325,-77.01589716
3799640,3799640,2,93%,80%,4,2.0,1.5,2.0,$380.00 ,,,1,1125,7,"Howard University, Le Droit Park, Cardozo/Shaw",38.91556406,-77.02443456
5037973,5037973,1,100%,100%,2,1.0,1.0,1.0,$115.00 ,$95.00 ,$20.00 ,1,1125,14,"Howard University, Le Droit Park, Cardozo/Shaw",38.91540697,-77.03417631
957695,957695,1,100%,33%,2,1.0,1.5,1.0,$75.00 ,$150.00 ,,3,60,12,"Howard University, Le Droit Park, Cardozo/Shaw",38.91648895,-77.01744701
973608,973608,19,85%,79%,1,1.0,2.0,1.0,$32.00 ,,,5,1125,1,"Howard University, Le Droit Park, Cardozo/Shaw",38.91973591,-77.0156382
2325525,2325525,1,100%,,1,1.0,1.5,1.0,$90.00 ,$100.00 ,$50.00 ,2,1125,2,"Howard University, Le Droit Park, Cardozo/Shaw",38.91858998,-77.02604946
